"","COP","CVX","XOM","XLE","SPY"
"2024-01-11",102.795799255371,130.623229980469,90.8115768432617,37.7679252624512,462.400848388672
"2024-01-12",103.444046020508,132.412490844727,91.9896240234375,38.1929016113281,462.72119140625
"2024-01-16",100.610221862793,129.193634033203,89.9096298217773,37.2828826904297,461.0224609375
"2024-01-17",99.6193161010742,128.681167602539,89.2561798095703,36.9733924865723,458.459777832031
"2024-01-18",99.0266189575195,127.512313842773,89.0905151367188,36.9133338928223,462.536773681641
"2024-01-19",99.8971405029297,127.889945983887,89.2285614013672,37.0334320068359,468.302795410156
"2024-01-22",100.073097229004,128.114715576172,89.1089096069336,37.1720275878906,469.29296875
"2024-01-23",100.008277893066,127.755058288574,90.1120986938477,37.2505569458008,470.66162109375
"2024-01-24",101.564102172852,130.299560546875,91.6675033569336,37.7817764282227,471.176177978516
"2024-01-25",103.768196105957,133.581314086914,93.9960098266602,38.6317405700684,473.738800048828
"2024-01-26",103.93489074707,134.093826293945,94.7967147827148,38.918140411377,473.137054443359
"2024-01-29",103.351440429688,134.039886474609,94.9163513183594,38.8627090454102,476.883911132812
"2024-01-30",105.62036895752,134.97492980957,96.4993743896484,39.2645988464355,476.51513671875
"2024-01-31",103.601486206055,132.556335449219,94.6218490600586,38.5301094055176,468.739624023438
"2024-02-01",103.14769744873,132.969924926758,94.2352905273438,38.5254974365234,474.874572753906
"2024-02-02",102.453140258789,136.881103515625,93.848747253418,38.5809288024902,479.873748779297
"2024-02-05",101.841934204102,136.962005615234,93.4621963500977,38.4839248657227,478.126403808594
"2024-02-06",103.277366638184,136.979995727539,94.1064376831055,38.6086463928223,479.514556884766
"2024-02-07",104.01823425293,136.782165527344,94.0788421630859,38.6871719360352,483.513885498047
"2024-02-08",105.481452941895,138.517486572266,95.6894607543945,39.0844345092773,483.727508544922
"2024-02-09",102.943977355957,135.802139282227,93.6646728515625,38.4839248657227,486.523223876953
"2024-02-12",102.888404846191,136.737243652344,94.9531784057617,38.9089050292969,486.309661865234
"2024-02-13",101.656715393066,135.406524658203,94.1357345581055,38.5162620544434,479.611663818359
"2024-02-14",101.980834960938,135.775177001953,93.6712799072266,38.479305267334,483.970153808594
"2024-02-15",103.529113769531,140.392501831055,96.355827331543,39.5509948730469,487.309478759766
"2024-02-16",103.128051757812,140.547027587891,96.355827331543,39.5279006958008,484.882629394531
"2024-02-20",102.167381286621,139.974411010742,95.4455108642578,39.1675872802734,482.213195800781
"2024-02-21",105.273254394531,141.283233642578,97.3962020874023,39.9020690917969,482.649993896484
"2024-02-22",104.666999816895,141.274154663086,97.3126068115234,39.9713554382324,492.638641357422
"2024-02-23",104.004791259766,140.574310302734,96.4580078125,39.7080535888672,492.978424072266
"2024-02-26",104.853538513184,140.383407592773,96.8388595581055,39.8466339111328,491.172943115234
"2024-02-27",104.098052978516,138.301971435547,96.6345062255859,39.6757164001465,492.085388183594
"2024-02-28",104.499114990234,138.465576171875,96.9038925170898,39.5971946716309,491.435028076172
"2024-02-29",104.965454101562,138.165649414062,97.0896530151367,39.7911987304688,493.20166015625
"2024-03-01",106.551040649414,138.892776489258,98.3158340454102,40.2531356811523,497.832000732422
"2024-03-04",104.126037597656,135.320709228516,96.9410400390625,39.8235359191895,497.298065185547
"2024-03-05",103.734306335449,135.966018676758,98.1300354003906,40.1191749572754,492.328063964844
"2024-03-06",104.452484130859,134.82080078125,99.1797180175781,40.2439041137695,494.822814941406
"2024-03-07",105.152000427246,135.766052246094,99.737060546875,40.5857315063477,499.734619140625
"2024-03-08",105.394493103027,136.229629516602,100.675262451172,40.7289352416992,496.735107421875
"2024-03-11",107.493064880371,138.156539916992,101.269760131836,41.1492958068848,496.308044433594
"2024-03-12",107.278533935547,138.056579589844,100.619522094727,41.0846214294434,501.64697265625
"2024-03-13",109.638252258301,139.874404907227,101.743507385254,41.7405700683594,500.860626220703
"2024-03-14",111.718170166016,141.519561767578,103.545585632324,42.1701774597168,499.870544433594
"2024-03-15",111.960678100586,141.383239746094,103.359802246094,42.2948989868164,496.438140869141
"2024-03-18",112.165863037109,141.255996704102,104.316581726074,42.4411125183105,499.388488769531
"2024-03-19",113.807411193848,142.35578918457,105.050415039062,42.9254188537598,502.163726806641
"2024-03-20",113.704811096191,140.474319458008,104.957527160645,42.8648796081543,506.808380126953
"2024-03-21",115.197135925293,140.756088256836,105.422004699707,43.1209945678711,508.483154296875
"2024-03-22",114.74942779541,140.574310302734,105.422004699707,43.0278587341309,507.519195556641
"2024-03-25",117.73405456543,142.219451904297,106.499519348145,43.4283409118652,506.117034912109
"2024-03-26",117.510200500488,141.12873840332,105.700668334961,43.0930557250977,505.182220458984
"2024-03-27",118.30298614502,142.110382080078,106.796783447266,43.4935340881348,509.427703857422
"2024-03-28",118.713386535645,143.373764038086,107.976493835449,43.9638595581055,509.330322265625
"2024-04-01",120.019149780273,144.591735839844,108.673164367676,44.2898216247559,508.444274902344
"2024-04-02",121.875205993652,145.227966308594,110.800384521484,44.9091720581055,505.211486816406
"2024-04-03",122.770606994629,145.827865600586,110.818969726562,45.2165031433105,505.766448974609
"2024-04-04",122.882545471191,146.055099487305,111.209098815918,45.1885643005371,499.593048095703
"2024-04-05",124.533409118652,146.882247924805,112.741813659668,45.6728706359863,504.812194824219
"2024-04-08",123.507446289062,146.582275390625,111.980094909668,45.384147644043,505.094696044922
"2024-04-09",123.348876953125,147.245788574219,112.565307617188,45.3981170654297,505.678894042969
"2024-04-10",123.880508422852,147.854766845703,113.512794494629,45.5378189086914,500.615417480469
"2024-04-11",123.973785400391,147.145812988281,113.131950378418,45.5052261352539,504.393493652344
"2024-04-12",122.369560241699,144.482666015625,111.812896728516,44.7648048400879,497.431304931641
"2024-04-15",121.483474731445,143.237426757812,111.171943664551,44.345703125,491.199462890625
"2024-04-16",120.811943054199,142.046737670898,110.252326965332,43.9592018127441,490.303588867188
"2024-04-17",119.692710876465,142.155807495117,110.196578979492,43.8334655761719,487.40185546875
"2024-04-18",119.207710266113,143.219253540039,110.094413757324,43.6984176635742,486.398956298828
"2024-04-19",120.672035217285,145.427963256836,111.357734680176,44.2246322631836,482.153442382812
"2024-04-22",120.625396728516,147.173065185547,111.989379882812,44.5133438110352,486.59375
"2024-04-23",121.101066589355,148.018371582031,112.425971984863,44.7601547241211,492.367919921875
"2024-04-24",120.578765869141,148.672821044922,112.444557189941,44.7927436828613,492.13427734375
"2024-04-25",121.352897644043,150.227066040039,112.704643249512,44.9976463317871,490.264678955078
"2024-04-26",121.474166870117,150.781509399414,109.574211120605,44.5831985473633,494.909362792969
"2024-04-29",121.455505371094,151.181427001953,111.134780883789,44.8858833312988,496.662048339844
"2024-04-30",117.165107727051,146.582275390625,109.862182617188,43.5494041442871,488.794342041016
"2024-05-01",115.971252441406,145.091659545898,107.781433105469,42.8555641174316,487.207153320312
"2024-05-02",114.021934509277,146.091461181641,107.976493835449,43.102367401123,491.764221191406
"2024-05-03",114.003273010254,145.655166625977,107.753555297852,43.1070213317871,497.859771728516
"2024-05-06",115.234443664551,147.518493652344,108.450233459473,43.4469718933105,503.001068115234
"2024-05-07",115.225112915039,147.854766845703,107.911476135254,43.4050445556641,503.55615234375
"2024-05-08",114.777397155762,147.736618041992,107.892883300781,43.3538284301758,503.604766845703
"2024-05-09",115.085189819336,150.381561279297,110.02010345459,43.9359092712402,506.506500244141
"2024-05-10",114.428161621094,150.717880249023,109.574211120605,43.6937675476074,507.159027099609
